Customer,State,Customer Lifetime Value,Response,Effective To Date,EmploymentStatus,Income,Location Code,Marital Status,Monthly Premium,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount
LM12349,Washington,12282.84085,No,1/19/11,Employed,36328,Rural,Married,155,6,21,0,4,Corporate,Corporate L2,Offer1,Agent,388.148089
XZ62712,Washington,44468.02303,No,1/29/11,Employed,32948,Suburban,Single,127,20,46,1,2,Personal,Personal L2,Offer1,Call Center,1428.972913
SL70555,California,8184.585992,No,2/5/11,Employed,69114,Rural,Divorced,103,9,68,0,4,Personal,Personal L3,Offer2,Agent,162.199584
XI31845,Oregon,16007.94954,No,1/10/11,Employed,45302,Suburban,Divorced,133,4,34,0,2,Personal,Personal L1,Offer3,Branch,638.4
DQ34772,Arizona,6361.845408,No,2/20/11,Unemployed,0,Rural,Married,88,28,23,0,4,Personal,Personal L3,Offer4,Branch,110.527627
XU57332,California,8736.501241,No,2/10/11,Employed,53173,Suburban,Single,112,30,57,0,4,Personal,Personal L1,Offer1,Call Center,1169.409787
SJ87108,Arizona,4334.064096,Yes,2/27/11,Retired,23904,Suburban,Single,123,1,67,3,1,Corporate,Corporate L3,Offer1,Agent,590.4
PL33465,Arizona,4376.363592,Yes,2/28/11,Employed,63774,Rural,Divorced,111,18,63,0,1,Personal,Personal L2,Offer2,Agent,60.036683
XL80761,California,9294.088719,No,1/1/11,Employed,67544,Suburban,Married,116,2,15,0,3,Corporate,Corporate L3,Offer1,Branch,556.8
SB41594,California,2543.003943,No,2/21/11,Employed,26691,Suburban,Married,65,7,51,0,1,Personal,Personal L3,Offer3,Agent,312.0
UB51030,Washington,6582.450781,No,2/15/11,Unemployed,0,Suburban,Single,62,3,44,0,2,Special,Special L3,Offer1,Agent,297.6
KT46283,California,4686.469674,Yes,2/12/11,Employed,58089,Suburban,Married,118,31,83,0,1,Corporate,Corporate L1,Offer1,Agent,566.4
WZ65217,Nevada,14325.15261,No,2/11/11,Unemployed,0,Suburban,Married,136,30,75,0,2,Personal,Personal L2,Offer1,Agent,652.8
JB11283,California,12743.35175,No,2/21/11,Employed,99583,Rural,Divorced,64,35,85,0,2,Personal,Personal L2,Offer3,Branch,99.674341
TM13014,California,2434.08581,No,2/18/11,Unemployed,0,Urban,Married,68,28,65,0,1,Personal,Personal L2,Offer3,Branch,271.489602
QS81789,Oregon,25107.09812,No,2/26/11,Medical Leave,24410,Suburban,Married,73,5,51,0,2,Corporate,Corporate L3,Offer3,Web,350.4
FP78531,California,13432.00289,No,1/15/11,Employed,68956,Rural,Single,118,12,8,2,2,Personal,Personal L3,Offer3,Call Center,118.538444
RN41087,California,2753.780996,No,2/23/11,Unemployed,0,Urban,Married,73,29,82,0,1,Personal,Personal L3,Offer1,Call Center,298.671049
WJ88394,Nevada,8653.302322,No,1/29/11,Medical Leave,20588,Suburban,Married,113,6,86,0,7,Personal,Personal L3,Offer1,Branch,586.390393
LH94971,Oregon,7057.888812,No,1/17/11,Employed,37840,Suburban,Married,90,31,9,0,4,Corporate,Corporate L2,Offer2,Agent,432.0
VW34309,Oregon,5906.940238,No,2/15/11,Employed,43440,Rural,Married,74,13,52,0,7,Personal,Personal L3,Offer1,Branch,128.21198
XH47320,Nevada,2937.424534,No,1/10/11,Employed,83195,Urban,Single,73,18,36,1,1,Personal,Personal L1,Offer1,Call Center,332.693627
GX13549,California,4974.235309,No,2/3/11,Unemployed,0,Suburban,Single,70,18,74,0,3,Personal,Personal L1,Offer1,Call Center,336.0
VY32314,Oregon,4268.618821,No,2/25/11,Employed,43209,Suburban,Single,110,12,16,0,1,Personal,Personal L3,Offer1,Web,528.0
TF65501,California,4601.913754,No,1/7/11,Employed,37308,Suburban,Married,115,2,51,0,1,Personal,Personal L2,Offer1,Web,552.0
EO24423,Arizona,2404.633766,No,2/26/11,Disabled,22239,Suburban,Married,62,34,85,0,1,Personal,Personal L3,Offer2,Branch,297.6
LA79102,California,7638.442811,No,1/18/11,Employed,66106,Urban,Married,95,10,25,1,4,Personal,Personal L3,Offer3,Agent,250.323257
FT74388,Nevada,4623.624811,No,1/19/11,Employed,97065,Suburban,Single,117,10,0,0,1,Personal,Personal L2,Offer4,Branch,561.6
ZE59592,Oregon,5470.181751,No,1/6/11,Employed,24910,Suburban,Married,69,12,79,0,3,Personal,Personal L1,Offer3,Agent,746.107437
JU64043,Oregon,4999.34581,No,1/7/11,Employed,49414,Rural,Single,68,8,82,5,6,Personal,Personal L3,Offer1,Agent,159.631303
TR96772,Arizona,15956.51879,No,2/8/11,Employed,61148,Rural,Married,132,28,25,0,2,Personal,Personal L3,Offer2,Branch,98.206649
DQ35195,Arizona,9275.681452,No,2/5/11,Employed,52494,Suburban,Single,119,5,69,0,7,Corporate,Corporate L3,Offer2,Agent,571.2
No74162,Arizona,7595.335237,No,1/8/11,Retired,20538,Suburban,Divorced,104,25,64,0,7,Personal,Personal L1,Offer1,Agent,499.2
XP52012,Arizona,24258.71383,No,1/25/11,Unemployed,0,Suburban,Single,89,35,22,0,2,Personal,Personal L3,Offer1,Agent,538.689882
HQ16068,Washington,24636.96719,No,1/31/11,Employed,73716,Rural,Married,103,2,91,0,2,Special,Special L2,Offer1,Call Center,162.662641
QM78112,Washington,2810.464447,Yes,2/27/11,Employed,26790,Suburban,Married,71,4,41,0,1,Personal,Personal L3,Offer2,Agent,340.8
GI30974,Oregon,2337.356699,No,2/13/11,Unemployed,0,Suburban,Single,65,31,52,0,1,Corporate,Corporate L3,Offer2,Agent,468.0
NM51858,Oregon,4668.043154,No,1/16/11,Employed,53252,Suburban,Married,117,1,76,0,1,Personal,Personal L3,Offer2,Web,561.6
ZL37444,California,10972.06778,Yes,1/18/11,Employed,24164,Suburban,Divorced,137,2,40,0,5,Personal,Personal L3,Offer2,Agent,657.6
CI60365,California,34611.37896,Yes,1/14/11,Employed,20090,Suburban,Married,109,10,59,0,2,Special,Special L3,Offer2,Agent,523.2
IX45386,Arizona,2478.833596,No,1/30/11,Employed,81721,Rural,Single,63,11,5,0,1,Personal,Personal L2,Offer2,Web,133.90029
ZO29478,Washington,26197.41498,Yes,1/15/11,Disabled,18495,Suburban,Married,113,10,15,0,2,Personal,Personal L2,Offer1,Branch,542.4
NG34818,California,6282.079645,No,1/11/11,Employed,42314,Rural,Married,80,23,78,0,3,Personal,Personal L3,Offer3,Web,56.39419
EE95568,California,10954.38352,No,2/9/11,Employed,89892,Urban,Single,135,9,6,0,9,Personal,Personal L3,Offer1,Call Center,526.248798
LM84166,California,3164.378577,No,1/29/11,Unemployed,0,Suburban,Single,92,33,41,1,1,Personal,Personal L1,Offer1,Agent,662.4
RO32883,Oregon,7804.597655,No,1/20/11,Unemployed,0,Rural,Married,117,18,84,4,8,Personal,Personal L3,Offer1,Branch,91.055318
OI68331,California,5207.197499,No,1/6/11,Employed,21576,Suburban,Married,65,27,16,0,3,Personal,Personal L3,Offer4,Web,312.0
PW95813,Oregon,2886.451602,Yes,1/20/11,Retired,10312,Suburban,Married,78,10,63,0,1,Personal,Personal L1,Offer2,Agent,486.278557
LM50087,Arizona,2483.642397,No,2/28/11,Employed,50632,Rural,Married,62,26,42,0,1,Corporate,Corporate L2,Offer3,Agent,54.961039
JD82896,California,4896.261605,No,2/4/11,Unemployed,0,Suburban,Single,139,5,29,0,1,Personal,Personal L2,Offer2,Branch,1000.8
KA62636,Oregon,4928.001408,No,1/26/11,Employed,97917,Urban,Single,67,14,32,5,3,Personal,Personal L2,Offer4,Agent,279.184512
VG85511,Arizona,8759.592518,No,1/5/11,Medical Leave,28280,Suburban,Married,116,7,55,0,9,Personal,Personal L3,Offer2,Web,556.8
GT18023,California,11281.52451,No,2/15/11,Employed,86195,Urban,Married,139,12,10,0,3,Special,Special L2,Offer1,Agent,601.667902
VI35467,Nevada,4315.6705,No,1/25/11,Employed,89797,Rural,Married,106,19,8,0,1,Personal,Personal L3,Offer2,Web,70.958361
LF75926,Arizona,4491.909095,No,1/23/11,Unemployed,0,Suburban,Married,63,16,5,0,5,Personal,Personal L3,Offer2,Agent,302.4
SS13550,Nevada,6745.248379,No,2/4/11,Unemployed,0,Suburban,Single,192,1,27,0,1,Personal,Personal L3,Offer2,Call Center,1921.248929
AA34092,California,28799.95415,No,2/11/11,Employed,33635,Suburban,Married,240,1,23,0,2,Personal,Personal L3,Offer1,Web,1152.0
GQ15708,Oregon,14503.02129,No,1/31/11,Medical Leave,29790,Suburban,Married,194,25,49,0,3,Personal,Personal L2,Offer1,Agent,931.2
JR72064,Arizona,8270.625331,No,1/9/11,Employed,44656,Suburban,Married,70,2,80,0,2,Personal,Personal L2,Offer2,Branch,336.0
AN79079,Arizona,12731.95161,Yes,1/14/11,Employed,40870,Suburban,Married,105,3,56,0,2,Personal,Personal L2,Offer1,Agent,504.0
DS45844,California,4167.094538,No,2/13/11,Unemployed,0,Rural,Married,117,8,64,0,1,Corporate,Corporate L3,Offer3,Agent,94.94292
QJ90136,California,10455.48983,No,2/3/11,Employed,28363,Suburban,Divorced,133,0,35,0,3,Personal,Personal L3,Offer1,Agent,638.4
OS95734,California,7074.398104,No,2/28/11,Employed,94508,Suburban,Married,88,27,54,0,3,Personal,Personal L3,Offer4,Agent,491.384479
KT21352,Oregon,7046.478698,No,1/3/11,Unemployed,0,Suburban,Married,64,24,73,0,2,Personal,Personal L2,Offer1,Branch,324.695555
CG33085,Oregon,13357.44544,No,2/2/11,Unemployed,0,Suburban,Divorced,124,13,1,0,2,Personal,Personal L3,Offer3,Agent,696.034509
IU94124,Arizona,18708.75831,No,2/4/11,Unemployed,0,Suburban,Single,77,10,36,1,2,Personal,Personal L3,Offer1,Branch,554.4
HW93117,California,8169.334846,No,1/22/11,Unemployed,0,Suburban,Single,116,10,99,0,3,Corporate,Corporate L3,Offer1,Branch,835.2
ON63161,Oregon,8583.272854,No,1/21/11,Disabled,18017,Suburban,Divorced,114,23,54,0,9,Personal,Personal L3,Offer2,Call Center,547.2
HT64629,Washington,12234.36232,No,2/28/11,Unemployed,0,Suburban,Single,117,15,68,0,2,Personal,Personal L2,Offer2,Branch,930.594707
XE59612,Nevada,7185.673718,No,1/17/11,Employed,63741,Rural,Single,91,25,15,0,6,Corporate,Corporate L1,Offer3,Call Center,36.980596
VZ39362,Oregon,9060.204521,No,1/18/11,Employed,57078,Suburban,Married,113,26,13,1,8,Personal,Personal L3,Offer1,Call Center,542.4
SL71970,Oregon,2336.177331,No,2/28/11,Unemployed,0,Suburban,Single,67,21,28,0,1,Special,Special L3,Offer2,Agent,458.661381
YO29244,Oregon,7995.41091,No,1/31/11,Employed,25239,Rural,Divorced,100,30,59,0,7,Personal,Personal L3,Offer3,Branch,150.96491
TN85931,Oregon,5897.555427,No,1/17/11,Employed,29227,Suburban,Married,74,0,83,0,7,Special,Special L3,Offer1,Branch,421.19002
PP92749,California,3939.00637,Yes,1/28/11,Employed,60021,Suburban,Married,99,12,28,0,1,Special,Special L2,Offer2,Agent,882.871945
MB54287,Oregon,2695.352444,No,2/25/11,Unemployed,0,Suburban,Single,73,23,59,0,1,Personal,Personal L3,Offer1,Branch,780.57363
JQ93340,Nevada,5459.216794,No,2/22/11,Employed,83208,Urban,Married,68,10,93,0,4,Special,Special L2,Offer2,Call Center,325.866271
LN20978,Oregon,10721.61076,No,2/10/11,Employed,25983,Suburban,Married,90,32,43,0,2,Corporate,Corporate L2,Offer2,Web,432.0
ZD59913,Oregon,2491.257604,Yes,2/12/11,Medical Leave,25965,Suburban,Divorced,65,23,27,0,1,Corporate,Corporate L3,Offer1,Agent,329.206567
BG80246,Arizona,5570.17755,No,1/11/11,Disabled,22679,Suburban,Married,72,25,32,0,4,Personal,Personal L3,Offer1,Branch,345.6
VP48253,Arizona,5100.737803,No,2/12/11,Employed,41186,Urban,Single,70,15,29,4,3,Personal,Personal L3,Offer1,Agent,242.320409
BR39076,California,7633.821822,No,1/22/11,Unemployed,0,Suburban,Divorced,67,7,4,0,2,Personal,Personal L3,Offer2,Agent,445.702958
ZD29731,California,4656.665064,No,1/31/11,Employed,29070,Suburban,Married,61,8,99,2,3,Personal,Personal L2,Offer3,Call Center,292.8
QR88427,Nevada,4363.1982,No,1/31/11,Unemployed,0,Suburban,Single,63,13,49,0,7,Personal,Personal L3,Offer1,Agent,302.4
WN69789,California,2526.729022,No,2/4/11,Employed,33485,Suburban,Married,63,6,41,0,1,Personal,Personal L3,Offer4,Call Center,343.705799
LZ39487,Washington,5122.718927,No,1/17/11,Employed,58206,Suburban,Married,64,2,56,0,3,Personal,Personal L2,Offer3,Branch,454.188803
GO42840,Oregon,2483.544888,No,2/26/11,Employed,87492,Urban,Married,62,15,69,0,1,Personal,Personal L2,Offer3,Agent,264.461805
SR96970,Oregon,3489.276369,No,2/20/11,Unemployed,0,Suburban,Married,98,29,37,0,1,Personal,Personal L3,Offer2,Call Center,705.6
ED90879,Nevada,7325.917302,No,1/18/11,Employed,20757,Rural,Single,102,6,74,3,9,Corporate,Corporate L3,Offer1,Agent,216.4268
SS69401,Oregon,4841.057535,No,2/5/11,Employed,23449,Suburban,Married,61,33,2,0,8,Corporate,Corporate L3,Offer2,Web,292.8
VF32335,Arizona,19964.39708,No,2/5/11,Unemployed,0,Suburban,Single,192,35,34,0,2,Personal,Personal L2,Offer1,Web,921.6
WX14028,Nevada,32450.39142,No,2/10/11,Employed,60455,Suburban,Single,104,20,25,0,2,Personal,Personal L1,Offer4,Agent,499.2
FP99321,Washington,2628.171324,No,2/9/11,Unemployed,0,Suburban,Single,89,12,73,4,1,Personal,Personal L3,Offer1,Branch,640.8
QF21628,California,3095.627124,No,1/15/11,Employed,53588,Suburban,Married,77,10,71,0,1,Personal,Personal L3,Offer2,Branch,369.6
OR40901,California,12731.95161,Yes,1/14/11,Employed,40870,Suburban,Married,105,3,56,0,2,Corporate,Corporate L3,Offer1,Agent,504.0
NF82527,Arizona,2631.564135,No,1/8/11,Unemployed,0,Suburban,Married,71,11,68,0,1,Personal,Personal L3,Offer2,Call Center,340.8
GD84658,Nevada,35984.10457,No,2/1/11,Unemployed,0,Suburban,Single,129,2,69,0,2,Corporate,Corporate L2,Offer1,Agent,1267.549091
PA14842,Washington,2906.893312,No,1/17/11,Employed,45128,Rural,Married,72,13,34,0,1,Special,Special L2,Offer4,Branch,66.667784
SA45648,California,10628.06415,No,2/18/11,Employed,90874,Urban,Married,137,18,28,4,3,Personal,Personal L3,Offer1,Call Center,459.785009
IQ37561,Arizona,7590.961288,No,1/9/11,Employed,52823,Rural,Married,95,7,15,0,5,Personal,Personal L3,Offer2,Branch,125.768818
TP34946,California,5108.038755,No,1/9/11,Disabled,26784,Suburban,Married,67,14,82,0,8,Corporate,Corporate L3,Offer3,Branch,482.4
TL20040,Oregon,13989.84697,No,2/13/11,Employed,22354,Suburban,Married,118,27,9,0,2,Personal,Personal L1,Offer1,Call Center,775.526054
JM96431,Oregon,3115.704933,No,1/5/11,Employed,54420,Suburban,Single,80,27,0,0,1,Personal,Personal L1,Offer2,Call Center,576.0
LN10007,Oregon,13369.44267,No,2/9/11,Employed,50800,Suburban,Married,112,1,45,0,2,Corporate,Corporate L2,Offer1,Call Center,621.218119
WY17451,Oregon,8621.185568,No,2/24/11,Unemployed,0,Suburban,Single,87,12,12,1,2,Personal,Personal L3,Offer1,Call Center,417.6
XS30210,Arizona,10359.01985,No,2/12/11,Employed,84583,Urban,Married,65,6,50,0,2,Corporate,Corporate L1,Offer2,Branch,238.868659
UD27331,Nevada,3241.838403,No,1/1/11,Employed,33701,Suburban,Single,88,14,22,3,1,Personal,Personal L3,Offer1,Agent,460.815578
HC52114,California,4344.99018,No,1/22/11,Unemployed,0,Suburban,Single,63,21,27,0,4,Corporate,Corporate L1,Offer3,Branch,462.63613
WG50184,Arizona,5332.462694,Yes,2/22/11,Employed,68931,Urban,Married,66,32,30,0,7,Corporate,Corporate L3,Offer2,Branch,309.577946
BQ99053,Oregon,7692.456014,No,2/19/11,Unemployed,0,Suburban,Married,105,1,37,0,4,Personal,Personal L1,Offer4,Web,504.0
IY77611,Arizona,26223.81193,No,1/7/11,Unemployed,0,Suburban,Single,115,22,15,1,2,Corporate,Corporate L3,Offer1,Call Center,828.0
ER24015,Arizona,6930.625422,No,2/11/11,Employed,29318,Suburban,Single,198,29,96,5,1,Personal,Personal L3,Offer2,Agent,1386.824722
SG71810,Oregon,11610.25439,No,1/1/11,Employed,41503,Rural,Married,73,28,69,0,2,Personal,Personal L3,Offer1,Agent,15.001594
OQ10108,Oregon,8937.118615,No,1/4/11,Unemployed,0,Suburban,Married,126,16,69,0,8,Personal,Personal L2,Offer1,Branch,604.8
ON45263,California,2462.859762,No,2/25/11,Unemployed,0,Suburban,Divorced,69,9,68,0,1,Personal,Personal L1,Offer1,Call Center,427.25055
RD15786,Oregon,2300.691547,Yes,1/15/11,Retired,25905,Suburban,Divorced,63,21,12,0,1,Personal,Personal L3,Offer1,Agent,302.4
TU64352,Oregon,4078.023331,No,1/7/11,Unemployed,0,Suburban,Single,116,18,86,0,1,Personal,Personal L1,Offer1,Agent,835.2
CR12479,Nevada,2868.598866,No,1/30/11,Employed,40046,Rural,Divorced,73,10,51,0,1,Personal,Personal L2,Offer1,Agent,118.509791
AW36627,California,4428.031583,Yes,1/29/11,Employed,58577,Urban,Married,110,6,62,0,1,Personal,Personal L3,Offer1,Agent,303.872752
UD31660,California,4061.590219,No,1/13/11,Employed,70129,Rural,Married,103,24,57,1,1,Personal,Personal L2,Offer1,Branch,130.495798
QL18084,Nevada,18504.2801,No,2/2/11,Employed,91268,Urban,Married,229,32,62,0,5,Corporate,Corporate L2,Offer2,Agent,737.737825
DJ11965,California,4904.894731,Yes,2/14/11,Retired,12902,Suburban,Divorced,139,3,51,0,1,Personal,Personal L3,Offer1,Agent,667.2
LT16517,Oregon,10827.87278,No,2/28/11,Employed,62053,Urban,Married,134,3,89,0,5,Personal,Personal L3,Offer1,Web,614.03209
JG77605,Nevada,5745.121547,No,2/1/11,Employed,30389,Urban,Married,73,34,66,0,4,Personal,Personal L1,Offer2,Web,278.932051
PD94851,Nevada,2423.259778,No,1/29/11,Medical Leave,15585,Rural,Married,65,22,24,0,1,Personal,Personal L3,Offer1,Agent,67.618365
NK27819,Arizona,5926.729379,Yes,1/25/11,Retired,23091,Suburban,Married,96,28,90,5,5,Personal,Personal L3,Offer1,Agent,460.8
PL28709,California,4605.036646,Yes,1/28/11,Medical Leave,22571,Suburban,Single,63,29,51,0,9,Personal,Personal L3,Offer2,Web,302.4
DY35560,Oregon,2132.771675,No,1/17/11,Unemployed,0,Suburban,Single,61,0,62,0,1,Personal,Personal L3,Offer1,Agent,691.677138
LX23185,Oregon,2643.71574,No,2/4/11,Unemployed,0,Suburban,Single,82,14,56,3,1,Personal,Personal L3,Offer1,Branch,393.6
NA39347,California,5824.224192,No,2/20/11,Employed,73976,Urban,Divorced,73,27,84,0,3,Personal,Personal L2,Offer2,Web,338.529369
SI32097,Oregon,6889.6161,No,2/17/11,Employed,30814,Suburban,Married,87,8,96,0,3,Personal,Personal L1,Offer2,Branch,417.6
JD50909,Arizona,3008.099115,No,1/17/11,Employed,80681,Suburban,Married,74,31,12,0,1,Corporate,Corporate L3,Offer2,Agent,355.2
FB55024,Oregon,3286.171949,No,2/7/11,Employed,60934,Suburban,Married,82,15,64,0,1,Personal,Personal L3,Offer2,Call Center,393.6
NQ51389,Oregon,13552.77776,No,2/5/11,Unemployed,0,Suburban,Single,62,19,3,2,2,Corporate,Corporate L1,Offer4,Agent,446.4
EA23961,California,5166.190278,No,2/1/11,Employed,80797,Urban,Married,64,21,47,0,9,Personal,Personal L1,Offer2,Web,300.940297
RQ78687,Oregon,2945.998877,No,2/28/11,Employed,89410,Rural,Divorced,74,11,50,0,1,Personal,Personal L2,Offer2,Agent,95.997363
ZE42703,Nevada,4863.470811,No,2/4/11,Employed,52728,Suburban,Divorced,127,34,34,1,1,Corporate,Corporate L3,Offer1,Branch,609.6
LZ34164,Nevada,4892.617128,No,1/15/11,Employed,43199,Suburban,Married,61,23,31,0,3,Personal,Personal L3,Offer4,Call Center,334.007478
CO44659,Arizona,3337.59441,No,1/13/11,Employed,43510,Urban,Married,83,8,75,0,1,Personal,Personal L3,Offer3,Agent,238.088581
YQ53901,Washington,5246.278375,Yes,1/21/11,Employed,28909,Suburban,Married,66,15,66,0,8,Personal,Personal L3,Offer1,Agent,456.702735
LX46285,Oregon,9031.214859,Yes,2/23/11,Unemployed,0,Suburban,Single,122,15,47,0,9,Personal,Personal L2,Offer1,Branch,650.52179
GH90738,Oregon,3580.076125,No,1/29/11,Employed,71176,Urban,Married,91,3,62,2,1,Personal,Personal L2,Offer2,Web,278.072755
FK10455,California,9802.548509,No,1/7/11,Employed,84429,Rural,Married,123,11,2,0,6,Personal,Personal L2,Offer2,Call Center,115.07234
GJ77362,California,4825.651946,No,2/23/11,Employed,61613,Rural,Married,61,6,20,1,9,Special,Special L3,Offer1,Call Center,40.562432
WJ26538,California,3203.303695,No,2/23/11,Employed,68370,Urban,Married,80,0,45,0,1,Personal,Personal L2,Offer3,Agent,244.158446
IN67175,California,5659.139938,No,2/9/11,Employed,52389,Suburban,Married,72,29,8,1,9,Personal,Personal L3,Offer1,Agent,345.6
LA52988,Oregon,4144.868939,No,1/18/11,Employed,64478,Rural,Married,103,30,92,0,1,Personal,Personal L3,Offer2,Branch,8.281829
ZH89968,Washington,13770.97618,Yes,2/1/11,Employed,59207,Suburban,Single,116,23,21,0,2,Personal,Personal L2,Offer1,Agent,556.8
YA17061,Nevada,3716.479655,No,2/8/11,Medical Leave,17162,Suburban,Married,96,15,29,0,1,Corporate,Corporate L2,Offer2,Web,460.8
NT76210,Nevada,3123.080994,Yes,2/19/11,Unemployed,0,Suburban,Married,101,1,83,4,1,Personal,Personal L3,Offer1,Agent,960.115399
XL58577,California,12168.74492,Yes,2/5/11,Retired,14973,Suburban,Divorced,115,2,75,0,2,Personal,Personal L2,Offer1,Branch,828.0
WJ57919,California,2674.730716,Yes,2/15/11,Employed,56342,Suburban,Single,69,12,89,0,1,Special,Special L3,Offer2,Call Center,331.2
FG77231,Oregon,12741.84754,Yes,1/7/11,Employed,73054,Urban,Married,106,34,36,1,2,Personal,Personal L3,Offer1,Branch,419.365958
UH32376,Nevada,4037.547258,No,1/2/11,Medical Leave,21586,Suburban,Married,106,6,5,0,1,Personal,Personal L3,Offer1,Branch,1056.291709
RA43827,Oregon,8628.303301,No,1/13/11,Unemployed,0,Suburban,Single,117,11,63,0,5,Special,Special L2,Offer2,Branch,842.4
WA67245,Oregon,22093.61618,No,1/12/11,Employed,24193,Urban,Married,185,26,79,0,2,Personal,Personal L3,Offer1,Branch,785.367947
GT65478,Oregon,8217.427595,No,1/19/11,Employed,84815,Urban,Married,68,9,37,0,2,Personal,Personal L1,Offer1,Agent,279.996658
SZ35936,Oregon,26197.41498,Yes,1/15/11,Disabled,18495,Suburban,Married,113,10,15,0,2,Corporate,Corporate L3,Offer1,Branch,542.4
AT41276,California,8110.536059,No,2/11/11,Employed,36554,Suburban,Married,70,6,62,1,2,Personal,Personal L2,Offer4,Call Center,433.38842
JD94356,Oregon,4766.367352,No,2/21/11,Unemployed,0,Suburban,Single,68,3,36,0,9,Personal,Personal L2,Offer1,Agent,656.959783
PU88199,Oregon,8819.018934,Yes,1/10/11,Employed,99845,Suburban,Married,110,23,25,1,8,Corporate,Corporate L2,Offer2,Branch,528.0
OR33365,California,5171.272924,No,1/16/11,Unemployed,0,Suburban,Married,69,13,90,0,3,Corporate,Corporate L2,Offer1,Agent,344.469652
KQ36942,California,3896.572719,No,1/21/11,Medical Leave,10853,Urban,Married,104,11,18,0,1,Corporate,Corporate L3,Offer2,Web,350.306385
LN62857,California,6005.027312,No,2/8/11,Medical Leave,23749,Rural,Married,77,20,6,0,4,Personal,Personal L2,Offer1,Agent,151.550875
GY99465,Oregon,6869.185344,No,2/19/11,Unemployed,0,Suburban,Single,69,18,71,2,2,Corporate,Corporate L2,Offer2,Branch,331.2
JV58396,California,3054.541283,No,2/25/11,Unemployed,0,Suburban,Single,88,29,19,0,1,Personal,Personal L1,Offer2,Agent,422.4
WC83553,Oregon,4874.216555,No,2/9/11,Employed,92783,Rural,Married,61,1,47,0,6,Personal,Personal L1,Offer2,Agent,6.671268
CB95310,Arizona,2747.429661,No,1/12/11,Employed,83502,Suburban,Married,68,25,36,0,1,Personal,Personal L3,Offer2,Branch,368.963633
YY71144,Oregon,8717.049833,Yes,2/14/11,Employed,83846,Suburban,Married,74,22,94,3,2,Personal,Personal L1,Offer2,Agent,355.2
TP96247,Oregon,4099.659085,No,2/9/11,Medical Leave,18606,Suburban,Married,110,12,45,1,1,Personal,Personal L3,Offer3,Agent,568.844905
HC16500,Arizona,8189.967712,No,2/25/11,Employed,72191,Urban,Married,68,19,48,0,2,Personal,Personal L3,Offer3,Call Center,209.387509
AM29546,Oregon,5225.03143,No,2/9/11,Employed,57733,Suburban,Married,66,24,66,0,5,Personal,Personal L2,Offer4,Call Center,393.528054
ZM31116,Arizona,7949.28426,No,1/6/11,Employed,63688,Suburban,Married,99,28,93,0,6,Personal,Personal L2,Offer2,Branch,475.2
VG40704,California,3135.405606,No,1/3/11,Employed,55855,Urban,Married,79,10,71,0,1,Personal,Personal L2,Offer4,Branch,272.9955
PJ73790,Oregon,3939.00637,Yes,1/28/11,Employed,60021,Suburban,Married,99,12,28,0,1,Special,Special L1,Offer2,Agent,882.871945
KE36052,Arizona,5325.724541,Yes,2/21/11,Unemployed,0,Suburban,Married,73,17,44,0,7,Corporate,Corporate L1,Offer2,Call Center,496.474767
HW97280,California,19483.24011,No,2/2/11,Employed,74300,Urban,Married,122,23,38,0,2,Personal,Personal L3,Offer2,Web,354.55391
WX10701,Washington,3459.230941,No,1/7/11,Unemployed,0,Suburban,Married,96,6,8,0,1,Corporate,Corporate L3,Offer3,Web,460.8
CC16034,Oregon,17103.79173,No,1/28/11,Employed,51747,Suburban,Married,71,8,71,0,2,Personal,Personal L3,Offer2,Web,340.8
YA83600,Arizona,2753.312714,No,1/7/11,Employed,28887,Suburban,Single,73,16,15,2,1,Personal,Personal L2,Offer1,Branch,425.81795
UE10014,Arizona,12866.89474,No,2/8/11,Unemployed,0,Suburban,Single,189,24,93,0,6,Personal,Personal L3,Offer1,Agent,1415.579302
NV11692,Nevada,4420.248983,No,1/28/11,Unemployed,0,Suburban,Single,68,0,93,3,5,Personal,Personal L3,Offer2,Agent,546.420009
XJ52902,Nevada,2756.472584,No,1/27/11,Employed,43540,Rural,Married,70,29,60,0,1,Corporate,Corporate L3,Offer2,Call Center,117.585017
EI89831,Nevada,7743.918426,No,1/25/11,Employed,96961,Rural,Married,64,24,99,0,2,Corporate,Corporate L3,Offer4,Call Center,81.377259
ZY57929,Arizona,8169.746083,No,1/26/11,Employed,32799,Suburban,Divorced,104,7,27,0,3,Personal,Personal L2,Offer1,Agent,499.2
KI70852,Nevada,3569.864625,No,2/27/11,Unemployed,0,Suburban,Single,101,12,38,0,1,Personal,Personal L3,Offer1,Call Center,1201.085226
WD38067,California,10656.88195,Yes,2/27/11,Employed,72540,Suburban,Married,88,7,3,0,2,Personal,Personal L2,Offer2,Call Center,631.743039
NQ45562,California,7092.635635,No,1/14/11,Employed,35173,Rural,Married,180,24,9,2,1,Personal,Personal L2,Offer1,Agent,415.331869
RU75129,Washington,2777.341885,No,2/1/11,Employed,65431,Suburban,Married,69,7,90,0,1,Personal,Personal L2,Offer4,Call Center,331.2
KC16062,Arizona,7550.41865,No,1/15/11,Unemployed,0,Suburban,Married,100,20,48,0,6,Corporate,Corporate L3,Offer1,Agent,480.0
